session_date,symbol,status,sim_outcome,bars_held,entry_ts,exit_ts,entry_qqq,exit_qqq,strike,entry_opt,exit_opt,pnl_contract,pnl_pct
2024-03-27,QQQ240327P00443000,ok,target,11.0,2024-03-27 10:01:00-04:00,2024-03-27 10:12:00-04:00,443.045,442.02,443.0,1.07,1.69,61.999999999999986,0.5794392523364484
2024-04-09,QQQ240409P00439000,ok,target,11.0,2024-04-09 10:30:00-04:00,2024-04-09 10:41:00-04:00,439.47,438.59,439.0,1.1,1.61,51.0,0.4636363636363636
2024-04-18,QQQ240418P00425000,ok,target,3.0,2024-04-18 09:35:00-04:00,2024-04-18 09:38:00-04:00,424.92,423.94,425.0,1.81,2.43,62.000000000000014,0.34254143646408847
2024-05-02,QQQ240502P00421000,ok,stop,6.0,2024-05-02 10:09:00-04:00,2024-05-02 10:15:00-04:00,420.96,422.61,421.0,1.92,1.15,-77.0,-0.4010416666666667
2024-05-17,QQQ240517P00452000,ok,timeout,15.0,2024-05-17 09:34:00-04:00,2024-05-17 09:49:00-04:00,451.858,451.76,452.0,1.12,1.14,1.9999999999999796,0.017857142857142672
2024-05-30,QQQ240530P00455000,ok,target,6.0,2024-05-30 09:30:00-04:00,2024-05-30 09:36:00-04:00,455.08,454.02,455.0,1.19,1.75,56.00000000000001,0.4705882352941177
2024-06-07,QQQ240607P00462000,ok,timeout,15.0,2024-06-07 09:30:00-04:00,2024-06-07 09:45:00-04:00,462.2232,462.604,462.0,1.41,1.11,-29.999999999999982,-0.2127659574468084
2024-06-20,QQQ240620P00483000,ok,stop,13.0,2024-06-20 10:19:00-04:00,2024-06-20 10:32:00-04:00,483.485,485.12,483.0,1.02,0.38,-64.0,-0.6274509803921569
2024-07-01,QQQ240701P00478000,ok,target,4.0,2024-07-01 09:46:00-04:00,2024-07-01 09:50:00-04:00,478.1125,477.0896,478.0,1.4,2.07,67.0,0.47857142857142854
2024-07-11,QQQ240711P00498000,ok,timeout,15.0,2024-07-11 10:18:00-04:00,2024-07-11 10:33:00-04:00,498.04,498.22,498.0,1.64,1.46,-17.999999999999993,-0.10975609756097558
2024-07-16,QQQ240716P00494000,ok,timeout,15.0,2024-07-16 10:07:00-04:00,2024-07-16 10:22:00-04:00,494.32,494.08,494.0,1.4,1.45,5.000000000000004,0.03571428571428575
2024-07-18,QQQ240718P00482000,ok,target,3.0,2024-07-18 10:32:00-04:00,2024-07-18 10:35:00-04:00,481.73,480.67,482.0,1.93,2.6,67.00000000000001,0.3471502590673576
2024-07-25,QQQ240725P00463000,ok,target,3.0,2024-07-25 09:32:00-04:00,2024-07-25 09:35:00-04:00,462.62,461.51,463.0,2.61,3.29,68.00000000000001,0.26053639846743304
2024-07-30,QQQ240730P00462000,ok,timeout,15.0,2024-07-30 10:37:00-04:00,2024-07-30 10:52:00-04:00,461.65,461.66,462.0,2.2,2.16,-4.0000000000000036,-0.018181818181818195
2024-08-01,QQQ240801P00467000,ok,target,4.0,2024-08-01 11:01:00-04:00,2024-08-01 11:05:00-04:00,466.6494,465.88,467.0,2.34,2.78,43.99999999999999,0.18803418803418803
2024-08-26,QQQ240826P00475000,ok,target,7.0,2024-08-26 10:31:00-04:00,2024-08-26 10:38:00-04:00,474.95,473.61,475.0,1.6,2.41,81.0,0.50625
2024-08-27,QQQ240827P00473000,ok,target,6.0,2024-08-27 09:32:00-04:00,2024-08-27 09:38:00-04:00,473.43,472.59,473.0,1.69,2.1,41.000000000000014,0.2426035502958581
2024-08-28,QQQ240828P00472000,ok,target,11.0,2024-08-28 11:00:00-04:00,2024-08-28 11:11:00-04:00,471.86,470.55,472.0,2.99,3.7,71.0,0.2374581939799331
2024-09-03,QQQ240903P00471000,ok,target,13.0,2024-09-03 09:41:00-04:00,2024-09-03 09:54:00-04:00,470.89,469.89,471.0,2.05,2.53,48.0,0.23414634146341465
2024-09-06,QQQ240906P00458000,ok,target,3.0,2024-09-06 09:37:00-04:00,2024-09-06 09:40:00-04:00,457.97,456.8934,458.0,2.47,3.14,67.0,0.2712550607287449
2024-09-11,QQQ240911P00452000,ok,timeout,15.0,2024-09-11 10:43:00-04:00,2024-09-11 10:58:00-04:00,452.08,451.83,452.0,1.8,1.85,5.000000000000004,0.0277777777777778
2024-09-16,QQQ240916P00472000,ok,target,2.0,2024-09-16 09:32:00-04:00,2024-09-16 09:34:00-04:00,472.04,470.96,472.0,1.74,2.36,61.999999999999986,0.3563218390804597
2024-09-24,QQQ240924P00481000,ok,timeout,15.0,2024-09-24 10:03:00-04:00,2024-09-24 10:18:00-04:00,481.44,481.86,481.0,1.19,0.94,-25.0,-0.21008403361344538
2024-09-30,QQQ240930P00486000,ok,stop,5.0,2024-09-30 09:30:00-04:00,2024-09-30 09:35:00-04:00,485.68,486.92,486.0,1.99,1.34,-64.99999999999999,-0.3266331658291457
2024-10-01,QQQ241001P00483000,ok,target,5.0,2024-10-01 09:47:00-04:00,2024-10-01 09:52:00-04:00,482.7687,481.67,483.0,2.27,2.9,62.999999999999986,0.27753303964757703
2024-10-15,QQQ241015P00495000,ok,target,2.0,2024-10-15 10:29:00-04:00,2024-10-15 10:31:00-04:00,495.0,494.23,495.0,1.19,1.67,48.0,0.40336134453781514
2024-10-16,QQQ241016P00489000,ok,timeout,15.0,2024-10-16 09:44:00-04:00,2024-10-16 09:59:00-04:00,488.54,487.9999,489.0,1.86,2.17,30.999999999999982,0.16666666666666657
2024-10-23,QQQ241023P00492000,ok,timeout,15.0,2024-10-23 10:06:00-04:00,2024-10-23 10:21:00-04:00,491.82,492.44,492.0,1.59,1.22,-37.000000000000014,-0.23270440251572333
2024-10-29,QQQ241029P00495000,ok,target,3.0,2024-10-29 09:31:00-04:00,2024-10-29 09:34:00-04:00,494.94,494.0833,495.0,1.96,2.47,51.00000000000002,0.2602040816326532
2024-11-04,QQQ241104P00485000,ok,stop,10.0,2024-11-04 09:34:00-05:00,2024-11-04 09:44:00-05:00,485.06,486.57,485.0,1.84,1.0,-84.00000000000001,-0.4565217391304348
2024-11-11,QQQ241111P00513000,ok,timeout,15.0,2024-11-11 09:57:00-05:00,2024-11-11 10:12:00-05:00,512.58,512.83,513.0,1.41,1.21,-19.999999999999996,-0.14184397163120566
2024-11-20,QQQ241120P00497000,ok,timeout,15.0,2024-11-20 10:17:00-05:00,2024-11-20 10:32:00-05:00,497.2985,498.38,497.0,2.3,1.72,-57.999999999999986,-0.2521739130434782
2024-11-27,QQQ241127P00507000,ok,timeout,15.0,2024-11-27 09:30:00-05:00,2024-11-27 09:45:00-05:00,507.14,506.7399,507.0,1.38,1.45,7.000000000000006,0.05072463768115947
2024-12-09,QQQ241209P00522000,ok,target,7.0,2024-12-09 11:03:00-05:00,2024-12-09 11:10:00-05:00,522.4499,521.6463,522.0,0.76,1.17,40.99999999999999,0.5394736842105262
2024-12-18,QQQ241218P00534000,ok,timeout,15.0,2024-12-18 09:34:00-05:00,2024-12-18 09:49:00-05:00,533.944,534.84,534.0,2.14,1.68,-46.00000000000002,-0.21495327102803746
2025-01-07,QQQ250107P00522000,ok,target,7.0,2025-01-07 10:01:00-05:00,2025-01-07 10:08:00-05:00,521.51,520.88,522.0,2.02,2.42,39.99999999999999,0.19801980198019797
2025-01-08,QQQ250108P00514000,ok,target,2.0,2025-01-08 10:12:00-05:00,2025-01-08 10:14:00-05:00,513.67,512.38,514.0,2.2,3.03,82.99999999999996,0.3772727272727271
2025-01-10,QQQ250110P00511000,ok,target,1.0,2025-01-10 09:30:00-05:00,2025-01-10 09:31:00-05:00,510.69,510.19,511.0,2.73,3.02,29.000000000000004,0.10622710622710624
2025-02-07,QQQ250207P00526000,ok,stop,12.0,2025-02-07 10:12:00-05:00,2025-02-07 10:24:00-05:00,525.9308,527.3,526.0,1.81,1.08,-73.0,-0.4033149171270718
2025-02-20,QQQ250220P00536000,ok,target,2.0,2025-02-20 09:51:00-05:00,2025-02-20 09:53:00-05:00,536.4199,535.14,536.0,1.22,2.06,84.00000000000001,0.6885245901639345
2025-02-21,QQQ250221P00532000,ok,stop,15.0,2025-02-21 10:44:00-05:00,2025-02-21 10:59:00-05:00,532.48,534.049,532.0,1.16,0.55,-60.999999999999986,-0.5258620689655171
2025-02-24,QQQ250224P00526000,ok,target,2.0,2025-02-24 09:51:00-05:00,2025-02-24 09:53:00-05:00,525.71,524.4899,526.0,1.86,2.64,78.0,0.41935483870967744
2025-02-27,QQQ250227P00511000,ok,target,2.0,2025-02-27 09:55:00-05:00,2025-02-27 09:57:00-05:00,511.26,510.4,511.0,2.44,2.92,48.0,0.19672131147540983
2025-03-04,QQQ250304P00494000,ok,target,2.0,2025-03-04 09:30:00-05:00,2025-03-04 09:32:00-05:00,494.03,492.47,494.0,3.3,4.24,94.00000000000004,0.28484848484848496
2025-03-07,QQQ250307P00486000,ok,target,1.0,2025-03-07 10:31:00-05:00,2025-03-07 10:32:00-05:00,485.96,485.24,486.0,2.97,3.34,36.999999999999964,0.12457912457912446
2025-03-10,QQQ250310P00481000,ok,target,8.0,2025-03-10 09:54:00-04:00,2025-03-10 10:02:00-04:00,480.6805,479.4495,481.0,3.2,3.85,64.99999999999999,0.20312499999999997
2025-03-11,QQQ250311P00469000,ok,stop,6.0,2025-03-11 10:38:00-04:00,2025-03-11 10:44:00-04:00,468.9,470.0901,469.0,2.99,2.42,-57.00000000000003,-0.19063545150501682
2025-03-13,QQQ250313P00472000,ok,target,2.0,2025-03-13 09:54:00-04:00,2025-03-13 09:56:00-04:00,472.15,471.25,472.0,2.7,3.18,48.0,0.17777777777777776
2025-03-18,QQQ250318P00477000,ok,target,2.0,2025-03-18 09:35:00-04:00,2025-03-18 09:37:00-04:00,477.42,476.5501,477.0,2.19,2.62,43.000000000000014,0.1963470319634704
2025-05-15,QQQ250515P00516000,ok,stop,15.0,2025-05-15 09:46:00-04:00,2025-05-15 10:01:00-04:00,515.67,517.355,516.0,2.0,1.11,-88.99999999999999,-0.44499999999999995
2025-05-30,QQQ250530P00518000,ok,target,7.0,2025-05-30 09:43:00-04:00,2025-05-30 09:50:00-04:00,517.705,516.65,518.0,2.2,2.76,55.99999999999996,0.25454545454545435
2025-06-20,QQQ250620P00528000,ok,target,8.0,2025-06-20 10:42:00-04:00,2025-06-20 10:50:00-04:00,527.62,526.18,528.0,1.95,2.78,82.99999999999999,0.42564102564102557
2025-06-23,QQQ250623P00525000,ok,target,2.0,2025-06-23 09:32:00-04:00,2025-06-23 09:34:00-04:00,525.39,524.765,525.0,1.65,1.87,22.00000000000002,0.13333333333333347
2025-07-01,QQQ250701P00549000,ok,target,11.0,2025-07-01 10:26:00-04:00,2025-07-01 10:37:00-04:00,549.005,547.88,549.0,1.11,1.82,71.0,0.6396396396396395
2025-07-07,QQQ250707P00553000,ok,timeout,15.0,2025-07-07 09:33:00-04:00,2025-07-07 09:48:00-04:00,553.02,553.67,553.0,1.31,1.02,-29.000000000000004,-0.22137404580152673
2025-07-10,QQQ250710P00553000,ok,timeout,15.0,2025-07-10 10:01:00-04:00,2025-07-10 10:16:00-04:00,553.31,553.83,553.0,1.22,0.87,-35.0,-0.28688524590163933
2025-07-11,QQQ250711P00553000,ok,timeout,15.0,2025-07-11 09:37:00-04:00,2025-07-11 09:52:00-04:00,552.79,553.84,553.0,1.53,1.01,-52.0,-0.33986928104575165
2025-07-14,QQQ250714P00552000,ok,stop,8.0,2025-07-14 09:43:00-04:00,2025-07-14 09:51:00-04:00,552.26,553.82,552.0,1.2,0.55,-64.99999999999999,-0.5416666666666666
2025-07-16,QQQ250716P00557000,ok,target,11.0,2025-07-16 09:31:00-04:00,2025-07-16 09:42:00-04:00,556.67,556.08,557.0,1.51,1.77,26.0,0.17218543046357615
2025-07-22,QQQ250722P00562000,ok,target,4.0,2025-07-22 09:45:00-04:00,2025-07-22 09:49:00-04:00,562.11,561.085,562.0,1.13,1.75,62.000000000000014,0.5486725663716816
2025-08-15,QQQ250815P00578000,ok,target,8.0,2025-08-15 09:45:00-04:00,2025-08-15 09:53:00-04:00,577.5,576.5,578.0,1.71,2.32,60.999999999999986,0.35672514619883033
2025-08-18,QQQ250818P00576000,ok,timeout,15.0,2025-08-18 10:46:00-04:00,2025-08-18 11:01:00-04:00,575.52,576.62,576.0,1.22,0.67,-54.99999999999999,-0.4508196721311475
2025-08-19,QQQ250819P00575000,ok,target,14.0,2025-08-19 09:32:00-04:00,2025-08-19 09:46:00-04:00,574.7,573.8099,575.0,1.5,1.9,39.99999999999999,0.2666666666666666
2025-08-20,QQQ250820P00567000,ok,target,11.0,2025-08-20 09:30:00-04:00,2025-08-20 09:41:00-04:00,567.33,566.38,567.0,1.63,2.01,37.999999999999986,0.23312883435582818
2025-08-26,QQQ250826P00569000,ok,stop,13.0,2025-08-26 09:47:00-04:00,2025-08-26 10:00:00-04:00,569.22,570.63,569.0,1.29,0.63,-66.0,-0.5116279069767442
2025-08-29,QQQ250829P00572000,ok,target,10.0,2025-08-29 09:46:00-04:00,2025-08-29 09:56:00-04:00,572.31,571.42,572.0,1.51,1.96,44.99999999999999,0.29801324503311255
2025-09-09,QQQ250909P00578000,ok,timeout,15.0,2025-09-09 10:34:00-04:00,2025-09-09 10:49:00-04:00,577.7,577.8797,578.0,1.24,1.1,-13.99999999999999,-0.11290322580645154
2025-09-24,QQQ250924P00597000,ok,timeout,3.0,2025-09-24 11:11:00-04:00,2025-09-24 11:14:00-04:00,597.07,596.9601,597.0,1.02,1.06,4.0000000000000036,0.03921568627450984
2025-09-30,QQQ250930P00597000,ok,timeout,15.0,2025-09-30 09:33:00-04:00,2025-09-30 09:48:00-04:00,597.25,597.74,597.0,1.42,1.11,-30.999999999999982,-0.21830985915492948
2025-10-07,QQQ251007P00606000,ok,timeout,8.0,2025-10-07 11:06:00-04:00,2025-10-07 11:14:00-04:00,605.56,606.04,606.0,1.56,1.17,-39.000000000000014,-0.25000000000000006
2025-10-10,QQQ251010P00609000,ok,target,1.0,2025-10-10 10:59:00-04:00,2025-10-10 11:00:00-04:00,608.52,606.47,609.0,1.75,3.33,158.0,0.9028571428571429
2025-10-22,QQQ251022P00609000,ok,stop,11.0,2025-10-22 09:33:00-04:00,2025-10-22 09:44:00-04:00,609.175,610.71,609.0,1.74,0.97,-77.0,-0.4425287356321839
2025-11-05,QQQ251105P00619000,ok,target,1.0,2025-11-05 09:30:00-05:00,2025-11-05 09:31:00-05:00,619.19,618.15,619.0,2.25,2.82,56.999999999999986,0.25333333333333324
2025-11-06,QQQ251106P00617000,ok,target,2.0,2025-11-06 10:00:00-05:00,2025-11-06 10:02:00-05:00,617.24,616.1799,617.0,2.14,2.73,58.999999999999986,0.27570093457943917
2025-11-21,QQQ251121P00586000,ok,stop,2.0,2025-11-21 10:03:00-05:00,2025-11-21 10:05:00-05:00,585.59,587.07,586.0,4.06,3.19,-86.99999999999997,-0.21428571428571422
2025-12-08,QQQ251208P00624000,ok,timeout,15.0,2025-12-08 10:56:00-05:00,2025-12-08 11:11:00-05:00,623.96,623.78,624.0,1.39,1.46,7.000000000000006,0.050359712230215875
2025-12-09,QQQ251209P00622000,ok,stop,7.0,2025-12-09 09:33:00-05:00,2025-12-09 09:40:00-05:00,622.3,622.77,622.0,1.64,1.37,-26.99999999999998,-0.1646341463414633
2025-12-10,QQQ251210P00621000,ok,stop,10.0,2025-12-10 11:03:00-05:00,2025-12-10 11:13:00-05:00,621.38,622.79,621.0,2.49,1.64,-85.00000000000003,-0.34136546184738964
2025-12-11,QQQ251211P00621000,ok,target,2.0,2025-12-11 09:47:00-05:00,2025-12-11 09:49:00-05:00,621.115,620.08,621.0,2.14,2.85,71.0,0.3317757009345794
2025-12-12,QQQ251212P00618000,ok,target,4.0,2025-12-12 10:24:00-05:00,2025-12-12 10:28:00-05:00,617.7413,616.52,618.0,1.87,2.77,89.99999999999999,0.481283422459893
2025-12-15,QQQ251215P00612000,ok,target,4.0,2025-12-15 10:20:00-05:00,2025-12-15 10:24:00-05:00,612.28,610.385,612.0,1.61,2.77,115.99999999999999,0.7204968944099378
2025-12-17,QQQ251217P00607000,ok,target,3.0,2025-12-17 10:42:00-05:00,2025-12-17 10:45:00-05:00,607.01,605.9587,607.0,1.9,2.66,76.00000000000003,0.40000000000000013
2025-12-23,QQQ251223P00618000,ok,timeout,15.0,2025-12-23 10:03:00-05:00,2025-12-23 10:18:00-05:00,618.015,618.7744,618.0,1.1,0.69,-41.000000000000014,-0.37272727272727285
2025-12-31,QQQ251231P00619000,ok,target,5.0,2025-12-31 09:32:00-05:00,2025-12-31 09:37:00-05:00,619.2302,618.33,619.0,1.21,1.74,53.0,0.4380165289256199
2026-01-02,QQQ260102P00613000,ok,target,4.0,2026-01-02 10:57:00-05:00,2026-01-02 11:01:00-05:00,613.06,612.07,613.0,1.84,2.38,53.99999999999998,0.2934782608695651
2026-01-08,QQQ260108P00622000,ok,target,4.0,2026-01-08 09:30:00-05:00,2026-01-08 09:34:00-05:00,622.35,621.09,622.0,1.51,2.1,59.00000000000001,0.3907284768211921
2026-01-16,QQQ260116P00621000,ok,timeout,15.0,2026-01-16 10:19:00-05:00,2026-01-16 10:34:00-05:00,620.89,620.47,621.0,1.55,1.7,14.999999999999991,0.09677419354838704
2026-01-29,QQQ260129P00632000,ok,target,2.0,2026-01-29 09:34:00-05:00,2026-01-29 09:36:00-05:00,631.815,630.185,632.0,2.49,3.44,94.99999999999997,0.38152610441767054
2026-02-03,QQQ260203P00619000,ok,stop,8.0,2026-02-03 10:13:00-05:00,2026-02-03 10:21:00-05:00,618.79,619.5712,619.0,2.21,1.72,-49.0,-0.22171945701357465
2026-02-04,QQQ260204P00610000,ok,target,2.0,2026-02-04 09:58:00-05:00,2026-02-04 10:00:00-05:00,610.38,609.4,610.0,2.94,3.4,46.0,0.15646258503401358
2026-02-11,QQQ260211P00611000,ok,target,6.0,2026-02-11 10:12:00-05:00,2026-02-11 10:18:00-05:00,610.55,610.2,611.0,2.45,2.6,14.999999999999991,0.061224489795918324
2026-02-12,QQQ260212P00608000,ok,target,5.0,2026-02-12 10:54:00-05:00,2026-02-12 10:59:00-05:00,607.6,606.61,608.0,2.13,2.8,67.0,0.3145539906103286
2026-02-17,QQQ260217P00597000,ok,target,3.0,2026-02-17 09:50:00-05:00,2026-02-17 09:53:00-05:00,596.57,595.23,597.0,3.23,3.94,71.0,0.2198142414860681
2026-02-23,QQQ260223P00599000,ok,timeout,6.0,2026-02-23 11:08:00-05:00,2026-02-23 11:14:00-05:00,599.37,599.41,599.0,1.86,1.85,-1.0000000000000009,-0.00537634408602151
2026-02-26,QQQ260226P00611000,ok,target,11.0,2026-02-26 10:01:00-05:00,2026-02-26 10:12:00-05:00,610.8,609.56,611.0,2.4,2.95,55.00000000000003,0.2291666666666668
2026-03-13,QQQ260313P00597000,ok,target,2.0,2026-03-13 10:55:00-04:00,2026-03-13 10:57:00-04:00,596.865,596.05,597.0,2.24,2.7,46.0,0.20535714285714282
2026-03-20,QQQ260320P00587000,ok,target,4.0,2026-03-20 09:57:00-04:00,2026-03-20 10:01:00-04:00,587.02,585.9699,587.0,2.16,2.75,58.999999999999986,0.2731481481481481
2026-03-30,QQQ260330P00562000,ok,stop,4.0,2026-03-30 10:43:00-04:00,2026-03-30 10:47:00-04:00,561.67,563.31,562.0,2.15,1.4,-75.0,-0.3488372093023256
2026-04-07,QQQ260407P00585000,ok,timeout,15.0,2026-04-07 09:31:00-04:00,2026-04-07 09:46:00-04:00,584.905,584.2,585.0,2.68,2.6,-8.000000000000007,-0.02985074626865674
