session_date,year,direction,poc,entry_price,entry_ts_et,exit_ts_et,atr,outcome,symbol,status,entry_opt,exit_opt,pnl_contract,pnl_pct
2024-07-16,2024,long,562.18,562.27,2024-07-16 10:08:00-04:00,2024-07-16 10:20:00-04:00,0.27680000000000293,target,SPY240716C00562000,ok,1.27,1.41,13.99999999999999,0.11023622047244086
2024-07-19,2024,short,552.77,552.36,2024-07-19 09:30:00-04:00,,,no_atr,SPY240719P00552000,no_exit_bar,1.52,,,
2024-07-23,2024,short,554.58,554.5599,2024-07-23 09:30:00-04:00,,,no_atr,SPY240723P00555000,no_exit_bar,1.69,,,
2024-07-30,2024,long,545.38,545.35,2024-07-30 10:01:00-04:00,2024-07-30 10:06:00-04:00,0.3424000000000035,target,SPY240730C00545000,ok,1.8,2.02,21.999999999999996,0.1222222222222222
2024-08-01,2024,long,550.68,551.0,2024-08-01 10:21:00-04:00,2024-08-01 10:23:00-04:00,0.5450499999999977,stop,SPY240801C00551000,ok,1.75,1.59,-15.999999999999993,-0.09142857142857139
2024-08-09,2024,short,530.18,529.71,2024-08-09 09:30:00-04:00,,,no_atr,SPY240809P00530000,no_exit_bar,2.75,,,
2024-08-12,2024,long,532.98,533.16,2024-08-12 09:40:00-04:00,,,no_atr,SPY240812C00533000,no_exit_bar,1.82,,,
2024-08-14,2024,long,541.27,541.49,2024-08-14 09:59:00-04:00,2024-08-14 10:11:00-04:00,0.3663999999999987,stop,SPY240814C00541000,ok,2.06,1.68,-38.000000000000014,-0.18446601941747579
2024-08-16,2024,short,552.88,552.87,2024-08-16 10:00:00-04:00,2024-08-16 10:15:00-04:00,0.32754999999999657,timeout,SPY240816P00553000,ok,1.51,1.26,-25.0,-0.16556291390728478
2024-08-19,2024,long,554.12,554.1,2024-08-19 10:17:00-04:00,2024-08-19 10:21:00-04:00,0.3018049999999903,target,SPY240819C00554000,ok,1.18,1.38,19.999999999999996,0.16949152542372878
2024-08-26,2024,long,561.92,561.99,2024-08-26 10:11:00-04:00,2024-08-26 10:19:00-04:00,0.2742400000000032,stop,SPY240826C00562000,ok,1.2,1.07,-12.99999999999999,-0.10833333333333325
2024-08-27,2024,short,560.73,560.8051,2024-08-27 10:24:00-04:00,2024-08-27 10:30:00-04:00,0.28623499999998214,stop,SPY240827P00561000,ok,1.17,0.95,-21.999999999999996,-0.18803418803418803
2024-08-28,2024,short,561.43,561.56,2024-08-28 09:30:00-04:00,,,no_atr,SPY240828P00562000,no_exit_bar,2.48,,,
2024-09-05,2024,short,551.23,551.33,2024-09-05 09:30:00-04:00,,,no_atr,SPY240905P00551000,no_exit_bar,1.8,,,
2024-09-06,2024,long,548.48,549.19,2024-09-06 09:41:00-04:00,,,no_atr,SPY240906C00549000,no_exit_bar,2.33,,,
2024-09-11,2024,long,548.27,547.72,2024-09-11 09:30:00-04:00,,,no_atr,SPY240911C00548000,no_exit_bar,1.7,,,
2024-09-12,2024,long,553.23,553.22,2024-09-12 09:49:00-04:00,2024-09-12 09:53:00-04:00,0.4759850000000142,target,SPY240912C00553000,ok,2.05,2.31,26.00000000000002,0.12682926829268304
2024-09-16,2024,short,561.78,561.77,2024-09-16 09:30:00-04:00,,,no_atr,SPY240916P00562000,no_exit_bar,1.56,,,
2024-09-23,2024,long,568.27,568.43,2024-09-23 09:46:00-04:00,,,no_atr,SPY240923C00568000,no_exit_bar,1.48,,,
2024-09-24,2024,long,569.48,569.74,2024-09-24 09:49:00-04:00,2024-09-24 09:57:00-04:00,0.24218000000000756,stop,SPY240924C00570000,ok,0.95,0.73,-21.999999999999996,-0.23157894736842102
2024-10-01,2024,long,571.93,571.68,2024-10-01 09:32:00-04:00,,,no_atr,SPY241001C00572000,no_exit_bar,1.38,,,
2024-10-02,2024,short,568.77,568.37,2024-10-02 10:20:00-04:00,2024-10-02 10:22:00-04:00,0.3892250000000047,target,SPY241002P00568000,ok,1.23,1.6,37.000000000000014,0.3008130081300814
2024-10-03,2024,short,569.02,568.7899,2024-10-03 10:02:00-04:00,2024-10-03 10:05:00-04:00,0.379385000000002,stop,SPY241003P00569000,ok,1.55,1.24,-31.000000000000007,-0.20000000000000004
2024-10-07,2024,short,571.33,571.17,2024-10-07 09:30:00-04:00,,,no_atr,SPY241007P00571000,no_exit_bar,1.39,,,
2024-10-11,2024,short,576.23,576.08,2024-10-11 09:30:00-04:00,,,no_atr,SPY241011P00576000,no_exit_bar,1.24,,,
2024-10-15,2024,long,584.48,584.5995,2024-10-15 09:30:00-04:00,,,no_atr,SPY241015C00585000,no_exit_bar,0.88,,,
2024-10-16,2024,long,579.42,579.28,2024-10-16 09:31:00-04:00,,,no_atr,SPY241016C00579000,no_exit_bar,1.41,,,
2024-10-21,2024,long,583.83,584.06,2024-10-21 09:30:00-04:00,,,no_atr,SPY241021C00584000,no_exit_bar,1.04,,,
2024-10-29,2024,short,581.48,581.68,2024-10-29 10:24:00-04:00,2024-10-29 10:27:00-04:00,0.30347999999999614,target,SPY241029P00582000,ok,1.42,2.03,60.999999999999986,0.4295774647887323
2024-10-30,2024,long,581.07,580.92,2024-10-30 09:30:00-04:00,,,no_atr,SPY241030C00581000,no_exit_bar,1.52,,,
2024-11-04,2024,long,570.83,570.715,2024-11-04 09:33:00-05:00,,,no_atr,SPY241104C00571000,no_exit_bar,1.36,,,
2024-11-12,2024,long,598.23,598.2401,2024-11-12 10:03:00-05:00,2024-11-12 10:06:00-05:00,0.18437499999999432,stop,SPY241112C00598000,ok,1.17,0.98,-18.999999999999993,-0.16239316239316237
2024-11-14,2024,long,597.23,597.34,2024-11-14 09:32:00-05:00,,,no_atr,SPY241114C00597000,no_exit_bar,1.3,,,
2024-11-18,2024,long,585.43,585.585,2024-11-18 09:31:00-05:00,,,no_atr,SPY241118C00586000,no_exit_bar,1.12,,,
2024-11-20,2024,long,589.48,589.25,2024-11-20 09:35:00-05:00,,,no_atr,SPY241120C00589000,no_exit_bar,2.23,,,
2024-11-22,2024,short,594.28,594.0399,2024-11-22 09:30:00-05:00,,,no_atr,SPY241122P00594000,no_exit_bar,1.55,,,
2024-12-02,2024,long,602.52,602.7201,2024-12-02 09:58:00-05:00,2024-12-02 10:00:00-05:00,0.21166499999998792,target,SPY241202C00603000,ok,0.77,0.95,17.999999999999993,0.23376623376623368
2024-12-03,2024,short,603.73,603.31,2024-12-03 09:30:00-05:00,,,no_atr,SPY241203P00603000,no_exit_bar,0.89,,,
2024-12-05,2024,long,607.62,607.81,2024-12-05 09:30:00-05:00,,,no_atr,SPY241205C00608000,no_exit_bar,0.73,,,
2024-12-09,2024,long,607.58,607.344,2024-12-09 09:30:00-05:00,,,no_atr,SPY241209C00607000,no_exit_bar,1.05,,,
2024-12-10,2024,long,604.43,604.4493,2024-12-10 09:33:00-05:00,,,no_atr,SPY241210C00604000,no_exit_bar,1.16,,,
2024-12-13,2024,long,605.08,605.49,2024-12-13 10:08:00-05:00,2024-12-13 10:13:00-05:00,0.23771500000000287,target,SPY241213C00605000,ok,1.13,1.34,21.000000000000018,0.18584070796460195
2024-12-18,2024,short,604.38,604.323,2024-12-18 09:53:00-05:00,2024-12-18 09:59:00-05:00,0.21259500000001025,stop,SPY241218P00604000,ok,1.48,1.35,-12.99999999999999,-0.08783783783783777
2024-12-23,2024,long,590.12,590.08,2024-12-23 09:46:00-05:00,,,no_atr,SPY241223C00590000,no_exit_bar,1.8,,,
2024-12-26,2024,long,599.23,599.1882,2024-12-26 09:52:00-05:00,2024-12-26 09:53:00-05:00,0.3167299999999841,stop,SPY241226C00599000,ok,1.36,0.95,-41.000000000000014,-0.3014705882352942
2025-01-07,2025,long,594.58,594.07,2025-01-07 10:01:00-05:00,2025-01-07 10:03:00-05:00,0.4102450000000033,target,SPY250107C00594000,ok,1.61,1.9,28.999999999999982,0.18012422360248434
2025-01-16,2025,long,593.27,593.02,2025-01-16 09:43:00-05:00,,,no_atr,SPY250116C00593000,no_exit_bar,1.62,,,
2025-01-28,2025,long,597.62,597.35,2025-01-28 09:47:00-05:00,,,no_atr,SPY250128C00597000,no_exit_bar,2.0,,,
2025-01-30,2025,long,603.18,603.435,2025-01-30 10:03:00-05:00,2025-01-30 10:11:00-05:00,0.428714999999994,target,SPY250130C00603000,ok,1.76,1.95,18.999999999999993,0.10795454545454543
2025-02-04,2025,short,597.93,597.92,2025-02-04 09:32:00-05:00,,,no_atr,SPY250204P00598000,no_exit_bar,2.13,,,
2025-02-07,2025,long,605.62,606.46,2025-02-07 10:00:00-05:00,2025-02-07 10:01:00-05:00,0.32762000000001307,stop,SPY250207C00606000,ok,1.65,1.56,-8.999999999999986,-0.05454545454545446
2025-02-18,2025,long,610.03,610.0399,2025-02-18 09:47:00-05:00,,,no_atr,SPY250218C00610000,no_exit_bar,1.15,,,
2025-02-19,2025,long,609.88,609.96,2025-02-19 09:30:00-05:00,,,no_atr,SPY250219C00610000,no_exit_bar,1.12,,,
2025-02-21,2025,long,608.62,608.4725,2025-02-21 09:50:00-05:00,2025-02-21 10:00:00-05:00,0.3243550000000141,stop,SPY250221C00608000,ok,1.62,1.44,-18.000000000000014,-0.1111111111111112
2025-02-24,2025,long,600.12,600.03,2025-02-24 09:52:00-05:00,2025-02-24 09:53:00-05:00,0.3909949999999867,stop,SPY250224C00600000,ok,1.64,1.42,-21.999999999999996,-0.13414634146341461
2025-02-27,2025,long,593.88,593.75,2025-02-27 09:54:00-05:00,2025-02-27 09:56:00-05:00,0.5756150000000104,stop,SPY250227C00594000,ok,2.17,1.77,-39.99999999999999,-0.184331797235023
2025-02-28,2025,long,584.98,584.5,2025-02-28 09:31:00-05:00,,,no_atr,SPY250228C00584000,no_exit_bar,2.87,,,
2025-03-05,2025,short,576.73,577.3,2025-03-05 09:30:00-05:00,,,no_atr,SPY250305P00577000,no_exit_bar,3.21,,,
2025-03-07,2025,short,572.62,572.7929,2025-03-07 09:34:00-05:00,,,no_atr,SPY250307P00573000,no_exit_bar,3.71,,,
2025-03-11,2025,short,560.38,560.52,2025-03-11 09:37:00-04:00,,,no_atr,SPY250311P00561000,no_exit_bar,3.63,,,
2025-03-12,2025,long,559.62,559.8,2025-03-12 09:48:00-04:00,,,no_atr,SPY250312C00560000,no_exit_bar,2.92,,,
2025-03-20,2025,short,565.02,565.0,2025-03-20 09:42:00-04:00,,,no_atr,SPY250320P00565000,no_exit_bar,2.26,,,
2025-03-25,2025,long,573.98,574.1899,2025-03-25 09:51:00-04:00,2025-03-25 09:53:00-04:00,0.30850999999998974,target,SPY250325C00574000,ok,1.47,1.67,19.999999999999996,0.13605442176870747
2025-03-26,2025,long,574.77,575.01,2025-03-26 09:34:00-04:00,,,no_atr,SPY250326C00575000,no_exit_bar,1.35,,,
2025-03-27,2025,short,569.17,569.09,2025-03-27 10:19:00-04:00,2025-03-27 10:20:00-04:00,0.48476500000000444,target,SPY250327P00569000,ok,1.6,1.98,37.999999999999986,0.23749999999999993
2025-04-01,2025,short,558.38,558.405,2025-04-01 09:48:00-04:00,,,no_atr,SPY250401P00558000,no_exit_bar,2.01,,,
2025-04-02,2025,short,560.77,560.86,2025-04-02 10:29:00-04:00,2025-04-02 10:44:00-04:00,0.5047450000000083,timeout,SPY250402P00561000,ok,2.88,2.85,-2.9999999999999805,-0.010416666666666598
2025-04-07,2025,short,512.17,517.22,2025-04-07 10:13:00-04:00,2025-04-07 10:14:00-04:00,2.800750000000008,target,SPY250407P00517000,ok,7.81,9.54,172.99999999999994,0.22151088348271442
2025-04-09,2025,short,495.73,495.52,2025-04-09 09:31:00-04:00,,,no_atr,SPY250409P00496000,no_exit_bar,8.17,,,
2025-04-11,2025,short,524.77,524.12,2025-04-11 09:30:00-04:00,,,no_atr,SPY250411P00524000,no_exit_bar,6.09,,,
2025-04-15,2025,short,541.38,541.44,2025-04-15 09:39:00-04:00,,,no_atr,SPY250415P00541000,no_exit_bar,2.35,,,
2025-04-17,2025,long,525.92,526.09,2025-04-17 10:24:00-04:00,2025-04-17 10:30:00-04:00,0.6519750000000102,stop,SPY250417C00526000,ok,2.65,2.04,-60.999999999999986,-0.23018867924528297
2025-04-24,2025,long,536.48,536.31,2025-04-24 09:30:00-04:00,,,no_atr,SPY250424C00536000,no_exit_bar,3.22,,,
2025-04-25,2025,long,545.23,545.44,2025-04-25 09:51:00-04:00,2025-04-25 10:01:00-04:00,0.6368049999999983,target,SPY250425C00545000,ok,2.95,3.17,21.999999999999975,0.07457627118644058
2025-04-28,2025,long,550.67,550.36,2025-04-28 09:58:00-04:00,2025-04-28 10:05:00-04:00,0.5394300000000101,target,SPY250428C00550000,ok,2.27,2.65,37.999999999999986,0.16740088105726866
2025-04-29,2025,short,551.73,551.2541,2025-04-29 09:50:00-04:00,2025-04-29 09:55:00-04:00,0.5440849999999842,target,SPY250429P00551000,ok,2.01,2.27,26.00000000000002,0.1293532338308459
2025-05-07,2025,short,560.58,560.7495,2025-05-07 09:31:00-04:00,,,no_atr,SPY250507P00561000,no_exit_bar,2.83,,,
2025-05-14,2025,short,587.88,588.3214,2025-05-14 09:30:00-04:00,,,no_atr,SPY250514P00588000,no_exit_bar,1.45,,,
2025-05-19,2025,short,590.52,590.15,2025-05-19 09:41:00-04:00,,,no_atr,SPY250519P00590000,no_exit_bar,1.67,,,
2025-05-28,2025,long,590.38,590.4792,2025-05-28 10:12:00-04:00,2025-05-28 10:22:00-04:00,0.2959899999999891,stop,SPY250528C00590000,ok,2.07,1.91,-15.999999999999993,-0.07729468599033813
2025-05-29,2025,long,589.83,589.91,2025-05-29 10:06:00-04:00,2025-05-29 10:07:00-04:00,0.4760699999999815,stop,SPY250529C00590000,ok,1.85,1.56,-29.000000000000004,-0.15675675675675677
2025-05-30,2025,short,589.23,589.35,2025-05-30 10:12:00-04:00,2025-05-30 10:27:00-04:00,0.4451099999999997,timeout,SPY250530P00589000,ok,1.54,1.39,-15.000000000000014,-0.09740259740259749
2025-06-03,2025,long,592.03,592.29,2025-06-03 09:39:00-04:00,,,no_atr,SPY250603C00592000,no_exit_bar,1.61,,,
2025-06-04,2025,long,596.23,597.01,2025-06-04 10:00:00-04:00,2025-06-04 10:06:00-04:00,0.31884500000001026,stop,SPY250604C00597000,ok,1.31,0.98,-33.00000000000001,-0.2519083969465649
2025-06-05,2025,long,597.33,597.7,2025-06-05 09:30:00-04:00,,,no_atr,SPY250605C00598000,no_exit_bar,1.71,,,
2025-06-09,2025,short,599.73,599.71,2025-06-09 09:30:00-04:00,,,no_atr,SPY250609P00600000,no_exit_bar,1.65,,,
2025-06-12,2025,short,600.83,600.7501,2025-06-12 09:43:00-04:00,,,no_atr,SPY250612P00601000,no_exit_bar,1.52,,,
2025-06-18,2025,long,597.77,597.96,2025-06-18 09:30:00-04:00,,,no_atr,SPY250618C00598000,no_exit_bar,2.08,,,
2025-06-23,2025,short,596.23,596.14,2025-06-23 09:49:00-04:00,2025-06-23 10:00:00-04:00,0.3998000000000047,stop,SPY250623P00596000,ok,1.31,1.01,-30.000000000000004,-0.22900763358778628
2025-07-02,2025,short,617.58,617.595,2025-07-02 09:46:00-04:00,,,no_atr,SPY250702P00618000,no_exit_bar,1.28,,,
2025-07-08,2025,long,619.73,619.74,2025-07-08 10:24:00-04:00,2025-07-08 10:30:00-04:00,0.252210000000008,target,SPY250708C00620000,ok,0.99,1.2,20.999999999999996,0.2121212121212121
2025-07-16,2025,long,623.48,623.66,2025-07-16 09:30:00-04:00,,,no_atr,SPY250716C00624000,no_exit_bar,0.96,,,
2025-07-18,2025,long,628.03,628.059,2025-07-18 10:14:00-04:00,2025-07-18 10:16:00-04:00,0.21042000000001054,stop,SPY250718C00628000,ok,0.97,0.89,-7.9999999999999964,-0.08247422680412367
2025-07-25,2025,long,634.98,635.18,2025-07-25 09:30:00-04:00,,,no_atr,SPY250725C00635000,no_exit_bar,1.08,,,
2025-07-28,2025,long,637.33,637.67,2025-07-28 09:30:00-04:00,,,no_atr,SPY250728C00638000,no_exit_bar,0.83,,,
2025-07-30,2025,long,635.63,635.45,2025-07-30 09:30:00-04:00,,,no_atr,SPY250730C00635000,no_exit_bar,1.98,,,
2025-08-05,2025,long,629.98,629.92,2025-08-05 10:17:00-04:00,2025-08-05 10:27:00-04:00,0.41648499999999444,stop,SPY250805C00630000,ok,1.14,0.8,-33.999999999999986,-0.29824561403508765
2025-08-06,2025,long,628.92,628.64,2025-08-06 09:30:00-04:00,,,no_atr,SPY250806C00629000,no_exit_bar,1.24,,,
2025-08-11,2025,long,637.28,637.325,2025-08-11 09:30:00-04:00,,,no_atr,SPY250811C00637000,no_exit_bar,1.35,,,
2025-08-12,2025,long,637.23,637.61,2025-08-12 09:49:00-04:00,2025-08-12 09:55:00-04:00,0.5307500000000062,target,SPY250812C00638000,ok,1.28,1.57,29.000000000000004,0.22656250000000003
2025-08-14,2025,short,643.98,644.07,2025-08-14 09:51:00-04:00,2025-08-14 09:55:00-04:00,0.34372499999998923,target,SPY250814P00644000,ok,1.14,1.54,40.000000000000014,0.3508771929824563
2025-08-15,2025,long,644.63,644.67,2025-08-15 09:45:00-04:00,,,no_atr,SPY250815C00645000,no_exit_bar,1.06,,,
2025-08-18,2025,short,643.52,643.38,2025-08-18 09:36:00-04:00,,,no_atr,SPY250818P00643000,no_exit_bar,0.87,,,
2025-08-19,2025,short,643.23,642.99,2025-08-19 09:30:00-04:00,,,no_atr,SPY250819P00643000,no_exit_bar,0.94,,,
2025-08-20,2025,long,639.28,639.0,2025-08-20 09:30:00-04:00,,,no_atr,SPY250820C00639000,no_exit_bar,1.24,,,
2025-08-28,2025,long,646.38,646.04,2025-08-28 09:50:00-04:00,2025-08-28 09:56:00-04:00,0.3925049999999999,stop,SPY250828C00646000,ok,1.25,0.99,-26.0,-0.20800000000000002
2025-09-05,2025,long,646.38,646.13,2025-09-05 10:28:00-04:00,2025-09-05 10:39:00-04:00,0.5428099999999972,stop,SPY250905C00646000,ok,1.74,1.34,-39.99999999999999,-0.2298850574712643
2025-09-09,2025,long,648.48,648.5,2025-09-09 10:03:00-04:00,2025-09-09 10:05:00-04:00,0.29597999999998026,target,SPY250909C00648000,ok,1.35,1.54,18.999999999999993,0.1407407407407407
2025-09-12,2025,long,657.53,657.54,2025-09-12 09:30:00-04:00,,,no_atr,SPY250912C00658000,no_exit_bar,0.75,,,
2025-09-16,2025,long,660.03,660.065,2025-09-16 09:52:00-04:00,2025-09-16 10:07:00-04:00,0.25711500000000453,timeout,SPY250916C00660000,ok,1.03,0.95,-8.000000000000007,-0.07766990291262142
2025-09-17,2025,short,660.28,660.43,2025-09-17 09:30:00-04:00,,,no_atr,SPY250917P00660000,no_exit_bar,2.01,,,
2025-09-22,2025,short,662.68,662.735,2025-09-22 09:32:00-04:00,,,no_atr,SPY250922P00663000,no_exit_bar,1.09,,,
2025-09-23,2025,short,667.13,667.045,2025-09-23 09:34:00-04:00,,,no_atr,SPY250923P00667000,no_exit_bar,0.91,,,
2025-09-24,2025,long,662.88,662.94,2025-09-24 09:49:00-04:00,2025-09-24 09:51:00-04:00,0.2652550000000019,stop,SPY250924C00663000,ok,1.1,0.92,-18.000000000000004,-0.16363636363636366
2025-09-26,2025,long,657.83,658.16,2025-09-26 10:27:00-04:00,2025-09-26 10:29:00-04:00,0.4525549999999896,target,SPY250926C00658000,ok,1.59,1.91,31.999999999999986,0.20125786163522003
2025-09-30,2025,short,663.27,663.145,2025-09-30 09:45:00-04:00,,,no_atr,SPY250930P00663000,no_exit_bar,1.15,,,
2025-10-02,2025,long,668.88,669.13,2025-10-02 09:43:00-04:00,,,no_atr,SPY251002C00669000,no_exit_bar,1.18,,,
2025-10-06,2025,long,669.88,669.9688,2025-10-06 09:57:00-04:00,2025-10-06 10:10:00-04:00,0.302944999999994,stop,SPY251006C00670000,ok,0.9,0.73,-17.000000000000004,-0.18888888888888894
2025-10-07,2025,long,671.73,671.9212,2025-10-07 10:05:00-04:00,2025-10-07 10:10:00-04:00,0.21732999999999833,target,SPY251007C00672000,ok,0.81,0.95,13.99999999999999,0.17283950617283939
2025-10-09,2025,long,672.88,672.83,2025-10-09 09:42:00-04:00,,,no_atr,SPY251009C00673000,no_exit_bar,0.93,,,
2025-10-13,2025,short,661.48,661.5144,2025-10-13 09:32:00-04:00,,,no_atr,SPY251013P00662000,no_exit_bar,2.19,,,
2025-10-17,2025,short,660.33,660.49,2025-10-17 09:34:00-04:00,,,no_atr,SPY251017P00660000,no_exit_bar,2.74,,,
2025-10-21,2025,short,671.77,671.6755,2025-10-21 09:35:00-04:00,,,no_atr,SPY251021P00672000,no_exit_bar,1.48,,,
2025-10-22,2025,long,671.98,671.155,2025-10-22 09:30:00-04:00,,,no_atr,SPY251022C00671000,no_exit_bar,1.56,,,
2025-10-31,2025,long,683.43,683.31,2025-10-31 09:42:00-04:00,,,no_atr,SPY251031C00683000,no_exit_bar,2.03,,,
2025-11-03,2025,long,684.38,684.34,2025-11-03 09:35:00-05:00,,,no_atr,SPY251103C00684000,no_exit_bar,1.72,,,
2025-11-05,2025,short,675.03,675.2,2025-11-05 09:30:00-05:00,,,no_atr,SPY251105P00675000,no_exit_bar,1.79,,,
